Method,Name,Error,Occurrences
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""a5c6a3a1-47b5-4d30-bd99-fc8b03e9b140""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""10fc5758-dd49-4aa0-a5c8-c675558bca12""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""6a5b1ced-4729-4620-92b2-ca6bc31e7e44""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""a8589a00-11f7-4551-ad78-3c0ff6a17392""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""500c5edd-35a7-43d3-856f-c6086901c926""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""7ab6e6c1-664c-4145-b473-9d7c4be27996""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""c71cbbad-c490-414a-b4d2-919637af128c""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""346ff672-3d86-437e-b743-40b5d0bec931""}')",1
GET,GET /api/digital-prf/[id],CatchResponseError('get failed: 500'),1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""809b12a9-2b49-4640-adcc-664b9301d334""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""8fa5c8da-455a-429f-b20f-c980b32dbdf8""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""4872cd2c-fa9b-4d60-88d3-64020ce03879""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""2268fce1-5b2f-437c-b0d2-176fccb687ab""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""fd579162-8b4f-48b4-b93f-40db75935f02""}')",1
POST,POST /api/digital-prf (create),"CatchResponseError('create failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""db4c2e96-5c07-42bc-9e79-5927527ff090""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""b5edeeed-d772-4885-9a28-16560f23b4ce""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""60961bcc-9da7-4bae-8ea9-e1e9cd5545e7""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""e414497c-e16e-4495-b58f-18bc5c547f36""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""70f94440-d74d-4739-8478-959b679fcc64""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""a55a1afe-9223-485d-90c7-886d32998d9b""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 429 {""detail"":""Rate limit exceeded. Try again in 52s."",""retry_after"":52}')",33
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""aec52876-3c16-4316-83ac-d20855d78589""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""6d50f8b4-cfce-4a07-9efc-269568904994""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""5f2cd040-1893-4da4-8e96-aa649ba23e3b""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""59c53b5d-2421-46ed-acc3-217e4759b2f0""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""7d9239e6-987c-4598-9d15-06140a53e3f1""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""4eca06de-4b60-4def-97c1-19d788403089""}')",1
POST,POST /api/digital-prf (create),"CatchResponseError('create failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""eda77cdf-eba9-4f2c-9002-a4debad2fcc6""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""777e8932-0a9a-487a-a48c-51d2c20141bc""}')",1
POST,POST /api/digital-prf (create),"CatchResponseError('create failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""a2d0dbb6-1544-4fe5-ad56-d3c52a22759f""}')",1
POST,POST /api/digital-prf (create),"CatchResponseError('create failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""3e43c0cd-a642-42ab-aff9-26204cc05530""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""bd9bbace-1168-4d5a-9f29-7fb8d12c869e""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""436ee540-dc29-4d30-a918-1104ba8556ca""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""f87d964d-2b6d-4818-9504-6f7b2f5b601f""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""be11b1c9-58a0-451c-96fa-b7e28820cefc""}')",1
POST,POST /api/digital-prf (create),"CatchResponseError('create failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""6650c93d-a381-45c6-b0a7-1cec2c82dde3""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""0b77bf89-da1d-472b-863c-9a8e2320b316""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""1520230b-ec81-4c1e-9df0-7aa36ddeb3f4""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""d56932a1-6133-4f51-a5cd-4b79ff526e20""}')",1
POST,POST /api/digital-prf/[id]/mark-time,"CatchResponseError('mark-time failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""4623e749-a719-479b-b241-f24518a7e723""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""c5569f44-6b1a-4f0e-a14e-b529d2e36a23""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""af0b0245-2551-4939-970c-201b55e5147b""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""364e189c-2bee-472c-b3df-c8751a1b319d""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""bda6e9ae-d084-4e7c-a6ad-57f7d987a4b2""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""6591ea87-c0d1-490f-a19d-c5a645ad43e2""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""5acef10a-8a92-4a45-b7c2-500514dd58c6""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""69f7a4ac-3ae5-49fc-a1db-3e066268d12e""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""14e13fae-7993-4dc9-9f24-89b4954079ec""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""fcbc88e3-96b4-4bc8-adb3-ecf6a8d7f12b""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""865ee4ec-ef73-432f-9b02-ff123ee266e4""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""0df2d13e-2270-4565-99f6-8c9724109687""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""fdd18790-f633-4661-a3c3-f01dc20ce0c6""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""ba1c39f7-cdc8-4c45-aaf8-3258662e2390""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""0b6bf0c6-a528-4f0a-a227-589603a6bc71""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""672e6326-b115-4459-a617-70ecd4151206""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""c43e8664-a273-47dc-8564-c3ad4418e4f3""}')",1
POST,POST /api/digital-prf (create),"CatchResponseError('create failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""0cf7dc4e-1bd5-4203-aba6-ce173ea52daf""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""d9c4b24d-b47f-4630-9175-499c2b4d9a97""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""96b945d2-8539-4cc4-ae11-51fb6eedddb9""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""d84e24e3-150d-428c-b100-42b0521f9967""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""98d6b4e4-9d6d-418c-bffb-b25bff73e597""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""12341c7f-2f37-4128-aadb-3abad4255be5""}')",1
POST,POST /api/digital-prf (create),"CatchResponseError('create failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""3bc82cda-6a5b-476a-8bbd-8b2713b782f9""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""5208950b-a929-4a14-a729-252ab8e83a99""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""40d9c874-96a1-4106-9392-3731b1995387""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""26666555-753d-41f8-be49-d363f65f83cf""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""7cf1a09c-c73f-4793-a204-5397c5f859a5""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""00b5c5a8-5f4f-46b2-bf60-638cfccabb63""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""ab4afdbd-8e63-4154-bdfc-c5a6f9a2aad1""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""597e7deb-5b4c-4206-a2e1-9c955f00c27c""}')",1
POST,POST /api/digital-prf (create),"CatchResponseError('create failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""bffc395d-e2c3-4d62-ac27-3d7cb148e151""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""99864bcf-4af8-436e-abff-78e68aa86590""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""907a069e-934b-4506-abfe-2b4cb4a4ca67""}')",1
POST,POST /api/crew/login,"CatchResponseError('login failed: 500 {""detail"":""An internal error occurred. Our team has been notified."",""crash_id"":""71c36fa9-8430-4cbb-889b-34a817ce4456""}')",1
